,name,kind,categori1,categori2,url,image_href,fit,season,두께
177,후디드 M-51 자켓_블랙,상의,아우터,아노락 재킷,https://www.musinsa.com/app/goods/3046664?loc=goods_rank,//image.msscdn.net/images/goods_img/20230130/3046664/3046664_16751810494765_500.jpg,"루즈,오버 사이즈","봄,가을,겨울",보통
178,쿨 터치 에센셜 가디건 [라이트 그레이],상의,아우터,카디건,https://www.musinsa.com/app/goods/3171888?loc=goods_rank,//image.msscdn.net/images/goods_img/20230323/3171888/3171888_16811795971624_500.jpg,레귤러,"봄,여름,가을",약간 얇음
179,[베이직] 벌룬 기모노 가디건 (블랙)_ BD1JP0101,상의,아우터,카디건,https://www.musinsa.com/app/goods/3116948?loc=goods_rank,//image.msscdn.net/images/goods_img/20230302/3116948/3116948_16778092481445_500.jpg,오버 사이즈,"봄,여름",약간 두꺼움
180,Mixed Yarn Collared Cardigan Sage,상의,아우터,카디건,https://www.musinsa.com/app/goods/3034957?loc=goods_rank,//image.msscdn.net/images/goods_img/20230119/3034957/3034957_16758361040359_500.jpg,슬림,"봄,가을","약간 얇음,보통"
181,Nylon Tribal Logo Windbreaker Jacket - Charcoal,상의,아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3191931?loc=goods_rank,//image.msscdn.net/images/goods_img/20230329/3191931/3191931_16810692859257_500.jpg,"루즈,오버 사이즈","봄,여름,가을,겨울","약간 얇음,보통"
182,V.T ZIP UP JACKET - BLACK,상의,아우터,기타 아우터,https://www.musinsa.com/app/goods/3047271?loc=goods_rank,//image.msscdn.net/images/goods_img/20230130/3047271/3047271_16758142985126_500.jpg,루즈,"봄,여름,가을,겨울",보통
183,[From ITALY - 6color] 베이직 니트 가디건  MDCD011,상의,아우터,카디건,https://www.musinsa.com/app/goods/3084086?loc=goods_rank,//image.msscdn.net/images/goods_img/20230215/3084086/3084086_16780641287862_500.jpg,레귤러,"봄,여름,가을,겨울",보통
184,FRAGMENTS JACKET,상의,아우터,트러커 재킷,https://www.musinsa.com/app/goods/3047366?loc=goods_rank,//image.msscdn.net/images/goods_img/20230130/3047366/3047366_16756722959820_500.jpg,오버 사이즈,"봄,여름,가을,겨울",보통
185,트립 네이쳐틴트 메쉬 자켓 BLACK,상의,아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3213338?loc=goods_rank,//image.msscdn.net/images/goods_img/20230406/3213338/3213338_16807683402659_500.jpg,오버 사이즈,여름,얇음
186,LE COURT] 경량 쉐브론 아노락 자켓 블랙(QO223TJK52),상의,아우터,아노락 재킷,https://www.musinsa.com/app/goods/3192202?loc=goods_rank,//image.msscdn.net/images/goods_img/20230330/3192202/3192202_16801356186799_500.jpg,루즈,"봄,가을",약간 얇음
187,윈드 레이어드 마원 재킷_애쉬브라운,상의,아우터,블루종/MA-1,https://www.musinsa.com/app/goods/3054744?loc=goods_rank,//image.msscdn.net/images/goods_img/20230202/3054744/3054744_16770385469595_500.jpg,루즈,"봄,가을,겨울",약간 두꺼움
188,S23MWRWB61 루트 우먼스 바람막이 Light Beige,상의,스포츠/용품,아우터,https://www.musinsa.com/app/goods/3123585?loc=goods_rank,//image.msscdn.net/images/goods_img/20230306/3123585/3123585_16780671641975_500.jpg,레귤러,"봄,가을",약간 얇음
189,레이서 퍼포즈 자켓(BLACK&IVORY),상의,아우터,레더/라이더스 재킷,https://www.musinsa.com/app/goods/2997488?loc=goods_rank,//image.msscdn.net/images/goods_img/20221226/2997488/2997488_16752461301910_500.jpg,레귤러,"봄,가을",보통
190,Half Zip Sweat Suit Top Pale Pink,상의,아우터,아노락 재킷,https://www.musinsa.com/app/goods/3171342?loc=goods_rank,//image.msscdn.net/images/goods_img/20230322/3171342/3171342_16811373386330_500.jpg,레귤러,"봄,여름,가을","약간 얇음,보통"
191,1989 zip-up (black),상의,아우터,트레이닝 재킷,https://www.musinsa.com/app/goods/3092273?loc=goods_rank,//image.msscdn.net/images/goods_img/20230220/3092273/3092273_16768213890291_500.jpg,슬림,"봄,가을",약간 얇음
192,코지 플라워 니트 가디건_네이비,상의,아우터,카디건,https://www.musinsa.com/app/goods/3035512?loc=goods_rank,//image.msscdn.net/images/goods_img/20230120/3035512/3035512_16746318164674_500.jpg,오버 사이즈,"봄,가을",보통
193,빅 카고 루즈핏 데님 베스트 스톤 블랙,상의,아우터,베스트,https://www.musinsa.com/app/goods/3195845?loc=goods_rank,//image.msscdn.net/images/goods_img/20230330/3195845/3195845_16802461551175_500.jpg,"루즈,오버 사이즈","봄,여름,가을,겨울",보통
194,크로쉐 니트 리본 가디건 아이보리,상의,아우터,카디건,https://www.musinsa.com/app/goods/3252776?loc=goods_rank,//image.msscdn.net/images/goods_img/20230421/3252776/3252776_16820540160932_500.jpg,레귤러,여름,얇음
195,XTK037 보운 니트 집업 (VINTAGE PINK),상의,아우터,카디건,https://www.musinsa.com/app/goods/3039809?loc=goods_rank,//image.msscdn.net/images/goods_img/20230126/3039809/3039809_16747020871928_500.jpg,루즈,"봄,가을,겨울",보통
196,XTK040 스포티 라운드 니트 집업 (WHITE),상의,아우터,카디건,https://www.musinsa.com/app/goods/3031495?loc=goods_rank,//image.msscdn.net/images/goods_img/20230118/3031495/3031495_16740201634518_500.jpg,루즈,"봄,가을,겨울",보통
197,에어스트레치 아노락 자켓_라벤더 바람막이,상의,스포츠/용품,아우터,https://www.musinsa.com/app/goods/3134624?loc=goods_rank,//image.msscdn.net/images/goods_img/20230309/3134624/3134624_16783240223004_500.jpg,루즈,"봄,여름,가을",얇음
198,오버핏 크롭 카라 스타디움 버튼 코튼 자켓 점퍼 블루종,상의,아우터,스타디움 재킷,https://www.musinsa.com/app/goods/2996381?loc=goods_rank,//image.msscdn.net/images/goods_img/20221226/2996381/2996381_16735891131856_500.jpg,루즈,"봄,가을",보통
199,린넨 쵸어 자켓_카키,상의,아우터,기타 아우터,https://www.musinsa.com/app/goods/3269861?loc=goods_rank,//image.msscdn.net/images/goods_img/20230430/3269861/3269861_16828430838641_500.jpg,루즈,"봄,여름,가을",약간 얇음
200,오버사이즈 퍼스널 피그다잉 자켓 빈티지 에메랄드,상의,아우터,트러커 재킷,https://www.musinsa.com/app/goods/3039460?loc=goods_rank,//image.msscdn.net/images/goods_img/20230126/3039460/3039460_16759270473544_500.jpg,"루즈,오버 사이즈","봄,가을",보통
201,스톰 런 재킷 1376797-044,상의,스포츠/용품,아우터,https://www.musinsa.com/app/goods/3072059?loc=goods_rank,//image.msscdn.net/images/goods_img/20230209/3072059/3072059_16759314153140_500.jpg,레귤러,"봄,가을",보통
202,[ATW][상의+하의 SET] 샤크프로젝트 하프집업 반팔 아노락 셋업_BK,상의,아우터,아노락 재킷,https://www.musinsa.com/app/goods/3293290?loc=goods_rank,//image.msscdn.net/images/goods_img/20230512/3293290/3293290_16838575882140_500.jpg,루즈,"봄,여름,가을,겨울",얇음
203,알파카 카라 하프 가디건_3COLOR,상의,아우터,카디건,https://www.musinsa.com/app/goods/3073002?loc=goods_rank,//image.msscdn.net/images/goods_img/20230209/3073002/3073002_16835140087008_500.jpg,슬림,"봄,여름,가을,겨울",약간 얇음
204,XTK043 리버시블 플라워 가디건 (WHITE-BLACK),상의,아우터,카디건,https://www.musinsa.com/app/goods/3039872?loc=goods_rank,//image.msscdn.net/images/goods_img/20230126/3039872/3039872_16747855365266_500.jpg,루즈,"봄,가을,겨울",보통
205,나일론 트랙자켓 민트,상의,아우터,아노락 재킷,https://www.musinsa.com/app/goods/3110820?loc=goods_rank,//image.msscdn.net/images/goods_img/20230227/3110820/3110820_16777485392342_500.jpg,"레귤러,루즈","봄,여름","약간 얇음,보통"
206,[비건 레더] 디스트레스 페널 블루종 브라운,상의,아우터,레더/라이더스 재킷,https://www.musinsa.com/app/goods/3029205?loc=goods_rank,//image.msscdn.net/images/goods_img/20230117/3029205/3029205_16741045182577_500.jpg,오버 사이즈,"봄,가을",보통
207,코듀로이 드리즐러 자켓 블랙,상의,아우터,트러커 재킷,https://www.musinsa.com/app/goods/3092534?loc=goods_rank,//image.msscdn.net/images/goods_img/20230220/3092534/3092534_16768605422584_500.jpg,레귤러,"봄,가을,겨울",보통
208,글로시 나일론 집업 후드 슬리브리스 탑 [챠콜],상의,아우터,베스트,https://www.musinsa.com/app/goods/3198877?loc=goods_rank,//image.msscdn.net/images/goods_img/20230331/3198877/3198877_16824129441149_500.jpg,루즈,"봄,여름,가을",약간 얇음
209,해링턴 데님 블루종 자켓_블랙,상의,아우터,블루종/MA-1,https://www.musinsa.com/app/goods/3033574?loc=goods_rank,//image.msscdn.net/images/goods_img/20230119/3033574/3033574_16747615181154_500.png,레귤러,"봄,가을",약간 두꺼움
210,라운드넥 슬림핏 니트 가디건 (스카이 블루),상의,아우터,카디건,https://www.musinsa.com/app/goods/3038765?loc=goods_rank,//image.msscdn.net/images/goods_img/20230125/3038765/3038765_16750750367919_500.jpg,슬림,"봄,가을",약간 얇음
211,러브 버튼 카라 가디건_핑크,상의,아우터,카디건,https://www.musinsa.com/app/goods/3146913?loc=goods_rank,//image.msscdn.net/images/goods_img/20230314/3146913/3146913_16787757433827_500.jpg,레귤러,"봄,여름",보통
212,나일론 후디 베스트-블랙,상의,아우터,베스트,https://www.musinsa.com/app/goods/3321961?loc=goods_rank,//image.msscdn.net/images/goods_img/20230524/3321961/3321961_16849086771098_500.jpg,루즈,"봄,여름,가을",얇음
213,웨이브 라인 니트 베스트 (블랙),상의,아우터,베스트,https://www.musinsa.com/app/goods/3038771?loc=goods_rank,//image.msscdn.net/images/goods_img/20230125/3038771/3038771_16750751289196_500.jpg,루즈,"봄,가을,겨울",보통
214,브이넥 케이블 펀칭 니트 베스트 (GREEN),상의,아우터,베스트,https://www.musinsa.com/app/goods/3244923?loc=goods_rank,//image.msscdn.net/images/goods_img/20230419/3244923/3244923_16820438726948_500.jpg,루즈,"봄,여름,가을",보통
215,(올시즌)2WAY 핀턱 스웻 후드 집업_오트밀,상의,아우터,후드 집업,https://www.musinsa.com/app/goods/3029731?loc=goods_rank,//image.msscdn.net/images/goods_img/20230117/3029731/3029731_16766146196307_500.png,오버 사이즈,"봄,가을,겨울",보통
216,커브드 오버핏 빅카라 집업_블랙,상의,아우터,블루종/MA-1,https://www.musinsa.com/app/goods/3046707?loc=goods_rank,//image.msscdn.net/images/goods_img/20230130/3046707/3046707_16758204813219_500.jpg,"루즈,오버 사이즈","봄,가을,겨울",보통
217,PACKABLE HALF SHACKET KHAKI_FP2WR86U,상의,아우터,기타 아우터,https://www.musinsa.com/app/goods/3226025?loc=goods_rank,//image.msscdn.net/images/goods_img/20230411/3226025/3226025_16813119589322_500.jpg,오버 사이즈,"봄,여름,가을",보통
218,NOI855 크롭 라이더 자켓 (블랙),상의,아우터,레더/라이더스 재킷,https://www.musinsa.com/app/goods/3056140?loc=goods_rank,//image.msscdn.net/images/goods_img/20230202/3056140/3056140_16758274727668_500.jpg,레귤러,"봄,가을","보통,약간 두꺼움"
219,하프 슬리브 린넨 자켓_블랙,상의,아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/3316807?loc=goods_rank,//image.msscdn.net/images/goods_img/20230523/3316807/3316807_16848071116218_500.jpg,루즈,여름,약간 얇음
220,베이직 컬리지 로고 후드 집업 라이트그레이,상의,아우터,후드 집업,https://www.musinsa.com/app/goods/3025534?loc=goods_rank,//image.msscdn.net/images/goods_img/20230116/3025534/3025534_16738378203929_500.jpg,루즈,"봄,가을,겨울",두꺼움
221,부클테리 케이블 오픈 니트 베스트(VT-0243),상의,아우터,베스트,https://www.musinsa.com/app/goods/3317440?loc=goods_rank,//image.msscdn.net/images/goods_img/20230523/3317440/3317440_16848177052194_500.jpg,레귤러,여름,보통
222,23SS DART DENIM TRUCKER WAVE INDIGO,상의,아우터,트러커 재킷,https://www.musinsa.com/app/goods/3046032?loc=goods_rank,//image.msscdn.net/images/goods_img/20230130/3046032/3046032_16758187992837_500.jpg,루즈,"봄,가을,겨울",보통
223,투톤 단추 카라 니트 - 라임,상의,아우터,카디건,https://www.musinsa.com/app/goods/3048295?loc=goods_rank,//image.msscdn.net/images/goods_img/20230130/3048295/3048295_16754113074247_500.jpg,레귤러,"봄,여름,가을,겨울",보통
224,캐시미어 시그니처 와펜 라운드 가디건(네이비),상의,아우터,카디건,https://www.musinsa.com/app/goods/3066244?loc=goods_rank,//image.msscdn.net/images/goods_img/20230207/3066244/3066244_16770726290434_500.jpg,슬림,"봄,여름,가을",약간 얇음
225,후드 집업 아노락 화이트바람막이 점퍼,상의,스포츠/용품,아우터,https://www.musinsa.com/app/goods/3279109?loc=goods_rank,//image.msscdn.net/images/goods_img/20230506/3279109/3279109_16833572165837_500.jpg,루즈,"봄,여름,가을",얇음
226,[니티드X레디] 썸머 스트라이프 반팔 니트 셔츠 MINT BLUE,상의,아우터,카디건,https://www.musinsa.com/app/goods/3259601?loc=goods_rank,//image.msscdn.net/images/goods_img/20230425/3259601/3259601_16837886666737_500.jpg,오버 사이즈,"봄,여름",얇음
227,파이핑 윈드브레이커 후드 집업 모스 카키,상의,아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3142229?loc=goods_rank,//image.msscdn.net/images/goods_img/20230313/3142229/3142229_16789310367628_500.jpg,오버 사이즈,봄,보통
228,SIDE SNAP JERSEY HOODED - BLACK,상의,아우터,기타 아우터,https://www.musinsa.com/app/goods/3165636?loc=goods_rank,//image.msscdn.net/images/goods_img/20230321/3165636/3165636_16793772304861_500.jpg,레귤러,"봄,가을",약간 얇음
229,모헤어 가디건 [브라운],상의,아우터,카디건,https://www.musinsa.com/app/goods/2778625?loc=goods_rank,//image.msscdn.net/images/goods_img/20220907/2778625/2778625_1_500.jpg,루즈,"봄,가을,겨울",보통
230,후드 집업 아노락 베이지 바람막이 점퍼,상의,스포츠/용품,아우터,https://www.musinsa.com/app/goods/3289064?loc=goods_rank,//image.msscdn.net/images/goods_img/20230510/3289064/3289064_16837833546401_500.jpg,루즈,"봄,여름,가을",얇음
231,쿨 터치 에센셜 가디건 [베이지],상의,아우터,카디건,https://www.musinsa.com/app/goods/3171887?loc=goods_rank,//image.msscdn.net/images/goods_img/20230323/3171887/3171887_16811796709911_500.jpg,레귤러,"봄,여름,가을",약간 얇음
232,스퀘어 하프 코트 [블랙],상의,아우터,겨울 싱글 코트,https://www.musinsa.com/app/goods/2962473?loc=goods_rank,//image.msscdn.net/images/goods_img/20221128/2962473/2962473_1_500.jpg,오버 사이즈,겨울,두꺼움
233,3Layer Windbreaker Jacket - White,상의,아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3191939?loc=goods_rank,//image.msscdn.net/images/goods_img/20230329/3191939/3191939_16810680274732_500.jpg,레귤러,"봄,여름,가을,겨울",보통
234,오버핏 하찌 투웨이 후드 집업 니트 오트밀,상의,아우터,후드 집업,https://www.musinsa.com/app/goods/3011465?loc=goods_rank,//image.msscdn.net/images/goods_img/20230109/3011465/3011465_16751503542843_500.jpg,오버 사이즈,"봄,가을,겨울",보통
235,Round Pocket Storm Jacket,상의,아우터,기타 아우터,https://www.musinsa.com/app/goods/3210515?loc=goods_rank,//image.msscdn.net/images/goods_img/20230405/3210515/3210515_16807094869252_500.jpg,루즈,"봄,가을",보통
236,롱 후드집업 SS ver. (차콜),상의,아우터,후드 집업,https://www.musinsa.com/app/goods/3245812?loc=goods_rank,//image.msscdn.net/images/goods_img/20230419/3245812/3245812_16818801480178_500.jpg,슬림,"봄,여름,가을",보통
237,소프트 에피 볼레로 세트 (블랙),상의,아우터,카디건,https://www.musinsa.com/app/goods/3027704?loc=goods_rank,//image.msscdn.net/images/goods_img/20230116/3027704/3027704_16738616254989_500.jpg,슬림,"봄,가을,겨울",약간 두꺼움
238,LEATHER & DENIM BIKER JACKET - WH-DE,상의,아우터,레더/라이더스 재킷,https://www.musinsa.com/app/goods/3141925?loc=goods_rank,//image.msscdn.net/images/goods_img/20230313/3141925/3141925_16786634369859_500.jpg,루즈,"봄,여름,가을",보통
239,콜로라도 플랩 윈드브레이커 자켓 (블랙),상의,아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3239314?loc=goods_rank,//image.msscdn.net/images/goods_img/20230417/3239314/3239314_16822473409871_500.jpg,루즈,"봄,여름,가을",보통
240,Ep.11-다이버 후드집업 [Black],상의,아우터,후드 집업,https://www.musinsa.com/app/goods/2999959?loc=goods_rank,//image.msscdn.net/images/goods_img/20221228/2999959/2999959_16722100124996_500.jpg,오버 사이즈,"봄,가을,겨울",두꺼움
241,오버핏 투버튼 셋업 [차콜],상의,아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/3144223?loc=goods_rank,//image.msscdn.net/images/goods_img/20230313/3144223/3144223_16786965952807_500.jpg,오버 사이즈,"봄,가을,겨울",보통
242,캠브리지 세미 오버 블레이저,상의,아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/2996528?loc=goods_rank,//image.msscdn.net/images/goods_img/20221226/2996528/2996528_16733219383612_500.jpg,레귤러,"봄,가을,겨울",보통
243,[ADIDAS REWORK SERIES] 가먼트워싱 커브드 후드 집업 블루,상의,아우터,후드 집업,https://www.musinsa.com/app/goods/3281887?loc=goods_rank,//image.msscdn.net/images/goods_img/20230508/3281887/3281887_16837695542463_500.png,루즈,"봄,가을",보통
244,여성) 포켓 시어서커 숏 아노락,상의,아우터,아노락 재킷,https://www.musinsa.com/app/goods/3038911?loc=goods_rank,//image.msscdn.net/images/goods_img/20230125/3038911/3038911_16781693368452_500.jpg,"루즈,오버 사이즈","봄,여름,가을",보통
245,N-FD 나일론 오버핏 셋업 수트,상의,아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/3161175?loc=goods_rank,//image.msscdn.net/images/goods_img/20230320/3161175/3161175_16792947175889_500.jpg,오버 사이즈,"봄,여름,가을",얇음
246,울 블렌드 멜톤 대디 숄더 오버사이즈 블레이저 [블랙],상의,아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/2877967?loc=goods_rank,//image.msscdn.net/images/goods_img/20221020/2877967/2877967_1_500.jpg,오버 사이즈,"봄,가을",두꺼움
247,[여름][세트상품][1008] 워셔블 레귤러 핏 셋업 수트 (아이보리),상의,아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/3254298?loc=goods_rank,//image.msscdn.net/images/goods_img/20230424/3254298/3254298_16843965887655_500.jpg,레귤러,"봄,여름,가을",약간 얇음
248,Hill Parka Khaki Beige,상의,아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3128813?loc=goods_rank,//image.msscdn.net/images/goods_img/20230307/3128813/3128813_16782606637585_500.jpg,레귤러,"봄,가을,겨울",보통
249,23SS ZIPPER POCKET WIND BREAKER JACKET BLACK,상의,아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3048885?loc=goods_rank,//image.msscdn.net/images/goods_img/20230131/3048885/3048885_16762641988082_500.jpg,루즈,"봄,가을,겨울",보통
250,포켓 밴딩 후드 야상 - 라이트 블루,상의,아우터,기타 아우터,https://www.musinsa.com/app/goods/3051260?loc=goods_rank,//image.msscdn.net/images/goods_img/20230131/3051260/3051260_16754096366907_500.jpg,레귤러,"봄,가을,겨울",보통
251,티파니 레이스 크롭 가디건 [IVORY],상의,아우터,카디건,https://www.musinsa.com/app/goods/3138973?loc=goods_rank,//image.msscdn.net/images/goods_img/20230310/3138973/3138973_16784143442097_500.jpg,슬림,"봄,여름,가을",얇음
252,Single Tailored Crop Jacket (Beige),상의,아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/3186630?loc=goods_rank,//image.msscdn.net/images/goods_img/20230328/3186630/3186630_16799881429864_500.jpg,레귤러,"봄,여름,가을,겨울",보통
253,BARAKLAVA JACKET - BLACK,상의,아우터,기타 아우터,https://www.musinsa.com/app/goods/3165354?loc=goods_rank,//image.msscdn.net/images/goods_img/20230321/3165354/3165354_16793752470516_500.jpg,레귤러,"봄,가을",보통
254,골든 케이블 니트 베스트 atb957m(BLACK),상의,아우터,베스트,https://www.musinsa.com/app/goods/3139692?loc=goods_rank,//image.msscdn.net/images/goods_img/20230310/3139692/3139692_16784237536122_500.jpg,레귤러,"봄,여름,가을",보통
255,MORIA CURVED ZIP-UP HOODIE_GRAY,상의,아우터,후드 집업,https://www.musinsa.com/app/goods/3134422?loc=goods_rank,//image.msscdn.net/images/goods_img/20230309/3134422/3134422_16783284463127_500.jpg,레귤러,"봄,여름,가을,겨울",보통
256,XTK037 보운 니트 집업 (NAVY),상의,아우터,카디건,https://www.musinsa.com/app/goods/3039813?loc=goods_rank,//image.msscdn.net/images/goods_img/20230126/3039813/3039813_16757354268527_500.jpg,루즈,"봄,가을,겨울",보통
257,Vintage Satin Reversible Jumper [Vintage Grey X Black],상의,아우터,블루종/MA-1,https://www.musinsa.com/app/goods/3054625?loc=goods_rank,//image.msscdn.net/images/goods_img/20230202/3054625/3054625_16753019337179_500.jpg,오버 사이즈,"봄,가을,겨울",보통
258,트립 멀티포켓 아노락 자켓 BEIGE,상의,아우터,아노락 재킷,https://www.musinsa.com/app/goods/3128270?loc=goods_rank,//image.msscdn.net/images/goods_img/20230307/3128270/3128270_16786821305831_500.jpg,오버 사이즈,봄,보통
259,롱 더블 브레스티드 울 코트_블랙,상의,아우터,겨울 더블 코트,https://www.musinsa.com/app/goods/2967932?loc=goods_rank,//image.msscdn.net/images/goods_img/20221201/2967932/2967932_2_500.jpg,오버 사이즈,겨울,두꺼움
260,코어 후드 자켓 BLACK,상의,스포츠/용품,아우터,https://www.musinsa.com/app/goods/3111714?loc=goods_rank,//image.msscdn.net/images/goods_img/20230227/3111714/3111714_16774999976919_500.jpg,오버 사이즈,봄,보통
261,유틸리티 자켓 (블랙),상의,아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3070903?loc=goods_rank,//image.msscdn.net/images/goods_img/20230209/3070903/3070903_16824016924063_500.jpg,레귤러,"봄,가을",보통
262,우먼즈 썸머울 오버사이즈 블레이저 [차콜 그레이],상의,아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/3092779?loc=goods_rank,//image.msscdn.net/images/goods_img/20230220/3092779/3092779_16814681441952_500.jpg,오버 사이즈,"봄,여름,가을",보통
263,오버핏 하찌 투웨이 후드 집업 니트 베이지,상의,아우터,후드 집업,https://www.musinsa.com/app/goods/3011469?loc=goods_rank,//image.msscdn.net/images/goods_img/20230109/3011469/3011469_16751503254610_500.jpg,오버 사이즈,"봄,가을,겨울",보통
264,001-23 cn 자켓 - 블랙,상의,아우터,블루종/MA-1,https://www.musinsa.com/app/goods/3177635?loc=goods_rank,//image.msscdn.net/images/goods_img/20230324/3177635/3177635_16796325043656_500.jpg,레귤러,"봄,가을",보통
265,릴렉스드 플리츠 데님 트러커 재킷 [워시드 블랙],상의,아우터,트러커 재킷,https://www.musinsa.com/app/goods/2823296?loc=goods_rank,//image.msscdn.net/images/goods_img/20220927/2823296/2823296_16817244052411_500.jpg,레귤러,"봄,가을,겨울",약간 두꺼움
266,척 스포츠 스타디움 바시티자켓 블랙,상의,아우터,스타디움 재킷,https://www.musinsa.com/app/goods/3134312?loc=goods_rank,//image.msscdn.net/images/goods_img/20230309/3134312/3134312_16792963845887_500.jpg,루즈,"봄,가을",보통
267,W CROP SWEAT ZIP UP [PINK],상의,아우터,트레이닝 재킷,https://www.musinsa.com/app/goods/3169240?loc=goods_rank,//image.msscdn.net/images/goods_img/20230322/3169240/3169240_16805934919923_500.jpg,레귤러,여름,얇음
268,[SET] (집업 OR 반집업 선택) WW 벨벳 트레이닝 트랙 셋업 - 블랙,상의,아우터,트레이닝 재킷,https://www.musinsa.com/app/goods/2988338?loc=goods_rank,//image.msscdn.net/images/goods_img/20221219/2988338/2988338_16727150664023_500.jpg,루즈,"봄,가을",약간 얇음
269,UTILITY WARM-UP JACKET [IVORY],상의,아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3169814?loc=goods_rank,//image.msscdn.net/images/goods_img/20230322/3169814/3169814_16805930785795_500.jpg,오버 사이즈,여름,얇음
270,오버사이즈 골지 가디건 (카키),상의,아우터,카디건,https://www.musinsa.com/app/goods/3159177?loc=goods_rank,//image.msscdn.net/images/goods_img/20230317/3159177/3159177_16793274570522_500.jpg,"슬림,레귤러,루즈","봄,가을,겨울",보통
271,버튼 스웨트 후드 자켓 (BK),상의,아우터,후드 집업,https://www.musinsa.com/app/goods/2994666?loc=goods_rank,//image.msscdn.net/images/goods_img/20221223/2994666/2994666_16735952485448_500.jpg,레귤러,"봄,가을",보통
272,우먼즈 볼륨 크롭 후디드 스웨트 집업 [미디엄 그레이],상의,아우터,후드 집업,https://www.musinsa.com/app/goods/3052673?loc=goods_rank,//image.msscdn.net/images/goods_img/20230201/3052673/3052673_16789619160511_500.jpg,루즈,"봄,가을,겨울",보통
273,Summer Crop Cardigan,상의,아우터,카디건,https://www.musinsa.com/app/goods/3193580?loc=goods_rank,//image.msscdn.net/images/goods_img/20230330/3193580/3193580_16801507692796_500.jpg,슬림,"봄,여름",약간 얇음
274,피렌체 워시드 데님 트러커자켓,상의,아우터,트러커 재킷,https://www.musinsa.com/app/goods/3090584?loc=goods_rank,//image.msscdn.net/images/goods_img/20230217/3090584/3090584_16766101423564_500.jpg,"레귤러,루즈","봄,가을",보통
275,프롬 윈드 필드자켓 블랙,상의,아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3134256?loc=goods_rank,//image.msscdn.net/images/goods_img/20230308/3134256/3134256_16792981500730_500.jpg,루즈,"봄,가을",보통
276,모헤어 가디건 [틸 그린],상의,아우터,카디건,https://www.musinsa.com/app/goods/2778627?loc=goods_rank,//image.msscdn.net/images/goods_img/20220907/2778627/2778627_1_500.jpg,루즈,"봄,가을,겨울",보통
277,오버핏 하찌 투웨이 후드 집업 니트 그레이,상의,아우터,후드 집업,https://www.musinsa.com/app/goods/3011472?loc=goods_rank,//image.msscdn.net/images/goods_img/20230109/3011472/3011472_16751502942230_500.jpg,오버 사이즈,"봄,가을,겨울",보통
278,스톰 러닝 후드 재킷 1376795-044,상의,스포츠/용품,아우터,https://www.musinsa.com/app/goods/3012049?loc=goods_rank,//image.msscdn.net/images/goods_img/20230109/3012049/3012049_16734238326500_500.jpg,레귤러,"봄,가을",두꺼움
279,wappen out pocket denim jacket(SET),상의,아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/3277791?loc=goods_rank,//image.msscdn.net/images/goods_img/20230504/3277791/3277791_16831795739019_500.jpg,레귤러,"봄,여름,가을",보통
280,A1 Basic Track Jacket (JO5JPU202GN),상의,아우터,트레이닝 재킷,https://www.musinsa.com/app/goods/3039660?loc=goods_rank,//image.msscdn.net/images/goods_img/20230126/3039660/3039660_16753127559382_500.jpg,레귤러,"봄,가을",보통
281,TWEED JACKET IVORY,상의,아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/3069714?loc=goods_rank,//image.msscdn.net/images/goods_img/20230208/3069714/3069714_16758493481722_500.jpg,루즈,"봄,가을",보통
282,NICOLE CROP LEATHER MUSTANG_BLACK,상의,아우터,무스탕/퍼,https://www.musinsa.com/app/goods/2975365?loc=goods_rank,//image.msscdn.net/images/goods_img/20221207/2975365/2975365_2_500.jpg,루즈,겨울,두꺼움
283,BKPP CCC Jacket (herringbone cotton),상의,아우터,기타 아우터,https://www.musinsa.com/app/goods/3225820?loc=goods_rank,//image.msscdn.net/images/goods_img/20230411/3225820/3225820_16812072170572_500.jpg,슬림,"봄,여름,가을",약간 얇음
284,NICOLE FIELD JACKET_BEIGE,상의,아우터,기타 아우터,https://www.musinsa.com/app/goods/3131955?loc=goods_rank,//image.msscdn.net/images/goods_img/20230308/3131955/3131955_16788479230480_500.jpg,레귤러,"봄,여름",보통
