,name,categori1,categori2,url,image*href,fit,season,두께
212,마리오 썸머 샤기 브이넥 베스트 atb960m(GREEN),아우터,베스트,https://www.musinsa.com/app/goods/3257899?loc=goods_rank,//image.msscdn.net/images/goods_img/20230425/3257899/3257899_16823850120845_500.jpg,레귤러,"봄,여름,가을",약간 얇음
213,사이드 라인 트랙 자켓_카키(NG2DSUB961A),아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3050943?loc=goods_rank,//image.msscdn.net/images/goods_img/20230131/3050943/3050943_16753312382727_500.jpg,오버 사이즈,봄,보통
214,GJ013 나인볼 윈드스타퍼 자켓 (OLIVE),아우터,아노락 재킷,https://www.musinsa.com/app/goods/3039775?loc=goods_rank,//image.msscdn.net/images/goods_img/20230126/3039775/3039775_16766151189428_500.jpg,루즈,"봄,가을,겨울",보통
215,GJ012 해머헤드 나일론 코튼 자켓 (CHARCOAL),아우터,아노락 재킷,https://www.musinsa.com/app/goods/3039743?loc=goods_rank,//image.msscdn.net/images/goods_img/20230126/3039743/3039743_16766155549230_500.jpg,루즈,"봄,가을,겨울",보통
216,썸머 트위드 퍼프 크롭자켓 아이보리 MDJK018IVORY,아우터,기타 아우터,https://www.musinsa.com/app/goods/3165300?loc=goods_rank,//image.msscdn.net/images/goods_img/20230321/3165300/3165300_16793744846304_500.jpg,레귤러,"봄,여름","얇음,약간 얇음"
217,라이트 스트링 자켓_라이트 그레이,아우터,트레이닝 재킷,https://www.musinsa.com/app/goods/3039777?loc=goods_rank,//image.msscdn.net/images/goods_img/20230126/3039777/3039777_16753132957359_500.jpg,오버 사이즈,"봄,가을",보통
218,타이다이 후드점퍼 (블랙),아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3037571?loc=goods_rank,//image.msscdn.net/images/goods_img/20230125/3037571/3037571_16756495832867_500.jpg,루즈,"봄,가을",약간 얇음
219,소프트 에피 볼레로 세트 (핑크),아우터,카디건,https://www.musinsa.com/app/goods/2979951?loc=goods_rank,//image.msscdn.net/images/goods_img/20221212/2979951/2979951_1_500.jpg,슬림,"봄,가을,겨울",약간 두꺼움
220,Minimal Crop Sleeveless Set GREEN,아우터,카디건,https://www.musinsa.com/app/goods/3109893?loc=goods_rank,//image.msscdn.net/images/goods_img/20230227/3109893/3109893_16775783888324_500.jpg,슬림,"봄,여름,가을",보통
221,프레즐 니트 셔츠 [마블 그레이],아우터,카디건,https://www.musinsa.com/app/goods/3284572?loc=goods_rank,//image.msscdn.net/images/goods_img/20230509/3284572/3284572_16836196048074_500.jpg,루즈,"봄,여름,가을,겨울",약간 얇음
222,스카시 니트 베스트_BLACK,아우터,베스트,https://www.musinsa.com/app/goods/3290518?loc=goods_rank,//image.msscdn.net/images/goods_img/20230511/3290518/3290518_16837892385622_500.jpg,레귤러,"봄,여름,가을",약간 얇음
223,퓨어 가디건-크림,아우터,카디건,https://www.musinsa.com/app/goods/3266176?loc=goods_rank,//image.msscdn.net/images/goods_img/20230427/3266176/3266176_16836259178528_500.jpg,슬림,여름,얇음
224,에어스트레치 후드 집업 자켓_핑크 바람막이,스포츠/용품,아우터,https://www.musinsa.com/app/goods/3142380?loc=goods_rank,//image.msscdn.net/images/goods_img/20230313/3142380/3142380_16837654366916_500.jpg,루즈,"봄,여름,가을",얇음
225,NICOLE EMBROIDERY WINDBREAKER_GRAY,아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3312692?loc=goods_rank,//image.msscdn.net/images/goods_img/20230519/3312692/3312692_16844866245155_500.jpg,레귤러,여름,얇음
226,[SET] Blue Marine Tweed Set-up,아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/3162932?loc=goods_rank,//image.msscdn.net/images/goods_img/20230320/3162932/3162932_16793033314557_500.jpg,슬림,"봄,여름",보통
227,오블리크 라인 트랙자켓 블랙,아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3055433?loc=goods_rank,//image.msscdn.net/images/goods_img/20230202/3055433/3055433_16763423585346_500.jpg,루즈,"봄,여름,가을",보통
228,아웃런 더 스톰 재킷 1376794-002,스포츠/용품,아우터,https://www.musinsa.com/app/goods/3031978?loc=goods_rank,//image.msscdn.net/images/goods_img/20230118/3031978/3031978_16746310366679_500.jpg,레귤러,"봄,가을",보통
229,CLUB JACKET_WASHED COTTON_KHAKI BEIGE,아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/3149460?loc=goods_rank,//image.msscdn.net/images/goods_img/20230315/3149460/3149460_16788584905090_500.jpg,레귤러,"봄,가을","보통,약간 두꺼움"
230,S-S 에센셜 라운드 니트 가디건 - 5 COLOR,아우터,카디건,https://www.musinsa.com/app/goods/3025211?loc=goods_rank,//image.msscdn.net/images/goods_img/20230116/3025211/3025211_16777366581424_500.jpg,레귤러,"봄,가을,겨울",약간 얇음
231,슬리브 버튼 볼레로 [LIGHT VIOLET],아우터,카디건,https://www.musinsa.com/app/goods/3225459?loc=goods_rank,//image.msscdn.net/images/goods_img/20230411/3225459/3225459_16824101727081_500.jpg,레귤러,여름,얇음
232,WASHED SEE THROUGH ANORAK (BLACK),아우터,아노락 재킷,https://www.musinsa.com/app/goods/3067213?loc=goods_rank,//image.msscdn.net/images/goods_img/20230208/3067213/3067213_16783505846141_500.jpg,루즈,"봄,여름,가을",약간 얇음
233,워커 집업 후디 [블랙],아우터,후드 집업,https://www.musinsa.com/app/goods/3318285?loc=goods_rank,//image.msscdn.net/images/goods_img/20230523/3318285/3318285_16849818440816_500.jpg,레귤러,"봄,여름,가을,겨울",두꺼움
234,크로셰 칼라드 반팔 가디건 [블랙],아우터,카디건,https://www.musinsa.com/app/goods/3171890?loc=goods_rank,//image.msscdn.net/images/goods_img/20230323/3171890/3171890_16819869927275_500.jpg,루즈,"봄,여름,가을",약간 얇음
235,해링턴 데님 블루종 자켓_블랙,아우터,블루종/MA-1,https://www.musinsa.com/app/goods/3033574?loc=goods_rank,//image.msscdn.net/images/goods_img/20230119/3033574/3033574_16747615181154_500.png,레귤러,"봄,가을",약간 두꺼움
236,노치드 더블 브레스티드 블레이저 [블랙],아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/3008072?loc=goods_rank,//image.msscdn.net/images/goods_img/20230105/3008072/3008072_16735107720667_500.jpg,오버 사이즈,"봄,가을,겨울",약간 두꺼움
237,LORD TOLD ME velvet quilted jacket - Black,아우터,스타디움 재킷,https://www.musinsa.com/app/goods/2998536?loc=goods_rank,//image.msscdn.net/images/goods_img/20221227/2998536/2998536_16728879435412_500.jpg,루즈,"가을,겨울",두꺼움
238,코듀로이 & 레더 바시티 자켓 awa505m(BLUE),아우터,레더/라이더스 재킷,https://www.musinsa.com/app/goods/3033919?loc=goods_rank,//image.msscdn.net/images/goods_img/20230119/3033919/3033919_16741074871844_500.jpg,레귤러,"봄,가을",보통
239,볼레로 윈드쉘(그레이),아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3234965?loc=goods_rank,//image.msscdn.net/images/goods_img/20230414/3234965/3234965_16817120259137_500.jpg,오버 사이즈,"봄,가을,겨울",보통
240,1941 스몰로고 후드집업 (JN6TZU300BK),아우터,후드 집업,https://www.musinsa.com/app/goods/3061233?loc=goods_rank,//image.msscdn.net/images/goods_img/20230206/3061233/3061233_16756588863079_500.jpg,레귤러,"봄,가을",보통
241,우먼즈 리브드 슬림 가디건 [블랙],아우터,카디건,https://www.musinsa.com/app/goods/3101623?loc=goods_rank,//image.msscdn.net/images/goods_img/20230222/3101623/3101623_16801711267544_500.jpg,슬림,여름,얇음
242,LAND BLOCK SAILING PARKA [BLUE],아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3023632?loc=goods_rank,//image.msscdn.net/images/goods_img/20230113/3023632/3023632_16738560716900_500.jpg,루즈,"봄,가을",보통
243,모노톤 풀 집업 니트_블랙,아우터,카디건,https://www.musinsa.com/app/goods/3039654?loc=goods_rank,//image.msscdn.net/images/goods_img/20230126/3039654/3039654_16748016817852_500.jpg,루즈,"봄,가을",약간 두꺼움
244,머쉬맨 엠브로더리 니트 베스트 atb956m(KHAKI),아우터,베스트,https://www.musinsa.com/app/goods/3078402?loc=goods_rank,//image.msscdn.net/images/goods_img/20230213/3078402/3078402_16762656773701_500.jpg,레귤러,"봄,여름,가을",보통
245,우먼즈 라이트웨이트 테일러드 베스트 [라이트 베이지],아우터,베스트,https://www.musinsa.com/app/goods/3078394?loc=goods_rank,//image.msscdn.net/images/goods_img/20230213/3078394/3078394_16807564840998_500.jpg,슬림,여름,보통
246,여성) 플레인 메쉬 하이넥 아노락,아우터,아노락 재킷,https://www.musinsa.com/app/goods/3181478?loc=goods_rank,//image.msscdn.net/images/goods_img/20230327/3181478/3181478_16798935693768_500.jpg,"루즈,오버 사이즈",여름,보통
247,디멘션 니트 베스트 페이드 그린,아우터,베스트,https://www.musinsa.com/app/goods/3252083?loc=goods_rank,//image.msscdn.net/images/goods_img/20230421/3252083/3252083_16824762837512_500.jpg,오버 사이즈,"봄,여름,가을",보통
248,SIDE SNAP JERSEY HOODED - BLACK,아우터,기타 아우터,https://www.musinsa.com/app/goods/3165636?loc=goods_rank,//image.msscdn.net/images/goods_img/20230321/3165636/3165636_16793772304861_500.jpg,레귤러,"봄,가을",약간 얇음
249,[SET] RR 로고 타이다이 아노락 셋업 (블랙),아우터,아노락 재킷,https://www.musinsa.com/app/goods/3261037?loc=goods_rank,//image.msscdn.net/images/goods_img/20230425/3261037/3261037_16836045014360_500.jpg,오버 사이즈,"봄,여름,가을",약간 얇음
250,윈드 레이어드 마원 재킷_애쉬브라운,아우터,블루종/MA-1,https://www.musinsa.com/app/goods/3054744?loc=goods_rank,//image.msscdn.net/images/goods_img/20230202/3054744/3054744_16770385469595_500.jpg,루즈,"봄,가을,겨울",약간 두꺼움
251,[SET]G Classic Hood Zip-up & Pants (BLACK),아우터,후드 집업,https://www.musinsa.com/app/goods/3131794?loc=goods_rank,//image.msscdn.net/images/goods_img/20230308/3131794/3131794_16783467658438_500.jpg,레귤러,"봄,가을",보통
252,모노그램 트랙탑 블랙(QO123TFT14),스포츠/용품,아우터,https://www.musinsa.com/app/goods/3058201?loc=goods_rank,//image.msscdn.net/images/goods_img/20230203/3058201/3058201_16771430513394_500.jpg,루즈,"봄,가을",보통
253,키홀 펀칭 후드 집업 니트 아이보리 SEJK007IVORY,아우터,카디건,https://www.musinsa.com/app/goods/3132545?loc=goods_rank,//image.msscdn.net/images/goods_img/20230308/3132545/3132545_16787695073090_500.jpg,루즈,"봄,여름,가을",보통
254,[SET]에어스트레치 아노락 자켓 팬츠 셋업_라벤더 바람막이,스포츠/용품,아우터,https://www.musinsa.com/app/goods/3176802?loc=goods_rank,//image.msscdn.net/images/goods_img/20230324/3176802/3176802_16796320492278_500.jpg,루즈,"봄,여름,가을",얇음
255,누메로원 에센셜 반팔 아노락 블랙(QO223CJK42),스포츠/용품,아우터,https://www.musinsa.com/app/goods/3103982?loc=goods_rank,//image.msscdn.net/images/goods_img/20230223/3103982/3103982_16771266807252_500.jpg,루즈,"봄,여름",약간 얇음
256,[2PACK]하이크 후드 집업 셋업_5가지 색상,아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3066691?loc=goods_rank,//image.msscdn.net/images/goods_img/20230208/3066691/3066691_16801740646115_500.jpg,루즈,봄,보통
257,오버사이즈 셔링 크롭 아노락 하프 집업 점퍼,아우터,아노락 재킷,https://www.musinsa.com/app/goods/2999089?loc=goods_rank,//image.msscdn.net/images/goods_img/20221228/2999089/2999089_16721962260745_500.jpg,루즈,"봄,가을",보통
258,펀칭 니트 카라 가디건_스카이 블루,아우터,카디건,https://www.musinsa.com/app/goods/3183180?loc=goods_rank,//image.msscdn.net/images/goods_img/20230327/3183180/3183180_16817226065302_500.jpg,루즈,"봄,여름,가을",보통
259,체인 프린지 트위드 자켓[Black(MAN)]_UTO-FB52,아우터,기타 아우터,https://www.musinsa.com/app/goods/3092241?loc=goods_rank,//image.msscdn.net/images/goods_img/20230219/3092241/3092241_16768068417367_500.jpg,"레귤러,루즈","봄,가을,겨울",보통
260,RACING JK (WHITE),아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3059113?loc=goods_rank,//image.msscdn.net/images/goods_img/20230203/3059113/3059113_16783310432799_500.jpg,오버 사이즈,"봄,가을",약간 얇음
261,Leather D pocket oversized woolen coat - Black,아우터,겨울 기타 코트,https://www.musinsa.com/app/goods/2998579?loc=goods_rank,//image.msscdn.net/images/goods_img/20221227/2998579/2998579_16721275058015_500.jpg,오버 사이즈,"가을,겨울",두꺼움
262,[SET] 이지 나일론 반집업 반바지 셋업 연그레이,아우터,아노락 재킷,https://www.musinsa.com/app/goods/3066117?loc=goods_rank,//image.msscdn.net/images/goods_img/20230207/3066117/3066117_16757695446624_500.jpg,"루즈,오버 사이즈","봄,여름,가을","약간 얇음,보통"
263,[여름][세트상품][3006] 워셔블 세미오버 셋업 수트 (블랙),아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/3254303?loc=goods_rank,//image.msscdn.net/images/goods_img/20230424/3254303/3254303_16843992501877_500.jpg,루즈,"봄,여름,가을",약간 얇음
264,DENIM JACKET,아우터,트러커 재킷,https://www.musinsa.com/app/goods/3238559?loc=goods_rank,//image.msscdn.net/images/goods_img/20230417/3238559/3238559_16817086487706_500.jpg,레귤러,"봄,여름,가을,겨울",보통
265,우먼즈 썸머울 오버사이즈 블레이저 [라이트 베이지],아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/3092780?loc=goods_rank,//image.msscdn.net/images/goods_img/20230220/3092780/3092780_16814680957267_500.jpg,오버 사이즈,"봄,여름,가을",보통
266,나일론 트랙자켓 브라운,아우터,아노락 재킷,https://www.musinsa.com/app/goods/3110819?loc=goods_rank,//image.msscdn.net/images/goods_img/20230227/3110819/3110819_16777485590408_500.jpg,"레귤러,루즈","봄,여름","약간 얇음,보통"
267,컴포트 워싱 수트셋업 3P  (BK),아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/3083811?loc=goods_rank,//image.msscdn.net/images/goods_img/20230215/3083811/3083811_16764250818786_500.jpg,루즈,"봄,여름,가을",보통
268,2-WAY 후드 집업 니트 베스트 - 3 COLOR,아우터,베스트,https://www.musinsa.com/app/goods/3025207?loc=goods_rank,//image.msscdn.net/images/goods_img/20230116/3025207/3025207_16778032792237_500.jpg,루즈,"봄,여름,가을,겨울",보통
269,에어스트레치 크롭 집업 자켓_핑크 바람막이,스포츠/용품,아우터,https://www.musinsa.com/app/goods/3142295?loc=goods_rank,//image.msscdn.net/images/goods_img/20230313/3142295/3142295_16786728095790_500.jpg,루즈,"봄,여름,가을",얇음
270,Pond Cardigan (Cream),아우터,카디건,https://www.musinsa.com/app/goods/3305614?loc=goods_rank,//image.msscdn.net/images/goods_img/20230518/3305614/3305614_16847327054287_500.jpg,"레귤러,루즈","봄,여름,가을",보통
271,CLUB JACKET_WASHED COTTON_DARK NAVY,아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/3149448?loc=goods_rank,//image.msscdn.net/images/goods_img/20230315/3149448/3149448_16793716123187_500.jpg,레귤러,"봄,여름,가을","보통,약간 두꺼움"
272,노치드 더블 브레스티드 블레이저 [그레이],아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/3008088?loc=goods_rank,//image.msscdn.net/images/goods_img/20230105/3008088/3008088_16738496441699_500.jpg,오버 사이즈,"봄,가을,겨울",약간 두꺼움
273,피렌체 워시드 데님 트러커자켓,아우터,트러커 재킷,https://www.musinsa.com/app/goods/3090584?loc=goods_rank,//image.msscdn.net/images/goods_img/20230217/3090584/3090584_16766101423564_500.jpg,"레귤러,루즈","봄,가을",보통
274,미니멀 세미 크롭 가디건 [블랙],아우터,카디건,https://www.musinsa.com/app/goods/2778615?loc=goods_rank,//image.msscdn.net/images/goods_img/20220907/2778615/2778615_16740317382412_500.jpg,오버 사이즈,"봄,가을,겨울",보통
275,후디드 트랙점퍼  - ZSA13JP008,아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/1594621?loc=goods_rank,//image.msscdn.net/images/goods_img/20200910/1594621/1594621_1_500.jpg,오버 사이즈,"봄,가을",약간 두꺼움
276,치마요 패턴 니트 집업 가디건 크림,아우터,카디건,https://www.musinsa.com/app/goods/3325098?loc=goods_rank,//image.msscdn.net/images/goods_img/20230525/3325098/3325098_16849963191343_500.jpg,루즈,여름,보통
277,니트 볼레로 [IVORY],아우터,카디건,https://www.musinsa.com/app/goods/3173442?loc=goods_rank,//image.msscdn.net/images/goods_img/20230323/3173442/3173442_16801660196996_500.jpg,레귤러,여름,보통
278,투톤 단추 카라 니트 - 피치 코랄,아우터,카디건,https://www.musinsa.com/app/goods/3048292?loc=goods_rank,//image.msscdn.net/images/goods_img/20230130/3048292/3048292_16754114540240_500.jpg,레귤러,"봄,여름,가을,겨울",보통
279,Vintage Jacquard Vest (Cobalt Blue),아우터,베스트,https://www.musinsa.com/app/goods/3307378?loc=goods_rank,//image.msscdn.net/images/goods_img/20230518/3307378/3307378_16844698044799_500.jpg,레귤러,여름,약간 얇음
280,밀라노 후디드 자켓 awa531m(BLACK),아우터,기타 아우터,https://www.musinsa.com/app/goods/3140188?loc=goods_rank,//image.msscdn.net/images/goods_img/20230310/3140188/3140188_16784274428429_500.jpg,레귤러,"봄,가을",보통
281,와플 니트 베스트_오트밀,아우터,베스트,https://www.musinsa.com/app/goods/3035509?loc=goods_rank,//image.msscdn.net/images/goods_img/20230120/3035509/3035509_16746324570052_500.jpg,오버 사이즈,"봄,가을",보통
282,브랜치 패턴 니트 베스트_크림,아우터,베스트,https://www.musinsa.com/app/goods/3253696?loc=goods_rank,//image.msscdn.net/images/goods_img/20230421/3253696/3253696_16830032684912_500.jpg,루즈,여름,약간 얇음
283,Triple Stitched Windbreaker Black,아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3034966?loc=goods_rank,//image.msscdn.net/images/goods_img/20230119/3034966/3034966_16758360231633_500.jpg,레귤러,"봄,가을",약간 얇음
284,PINCH WIND DENIM TRUCKER BLACK,아우터,트러커 재킷,https://www.musinsa.com/app/goods/3046112?loc=goods_rank,//image.msscdn.net/images/goods_img/20230130/3046112/3046112_16780680719299_500.jpg,루즈,"봄,가을",보통
285,빈티지 워시드 레더 크롭 자켓 [블랙],아우터,레더/라이더스 재킷,https://www.musinsa.com/app/goods/3031422?loc=goods_rank,//image.msscdn.net/images/goods_img/20230118/3031422/3031422_16750057263122_500.jpg,슬림,"봄,가을",보통
286,윈드쉘 후디 자켓 (애쉬 브라운),아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3136883?loc=goods_rank,//image.msscdn.net/images/goods_img/20230309/3136883/3136883_16786930784819_500.jpg,레귤러,"봄,여름,가을",얇음
287,TWO-WAY ZIP MOUNTAIN JK (BLACK),아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3106917?loc=goods_rank,//image.msscdn.net/images/goods_img/20230224/3106917/3106917_16795533565025_500.jpg,오버 사이즈,"봄,가을",보통
288,(VLADIMIR) 워터프루프 윈드브레이커_블랙,아우터,아노락 재킷,https://www.musinsa.com/app/goods/3037467?loc=goods_rank,//image.msscdn.net/images/goods_img/20230125/3037467/3037467_16766155155257_500.jpg,레귤러,"봄,가을,겨울",보통
289,레이싱 재킷 [블랙],아우터,트러커 재킷,https://www.musinsa.com/app/goods/3318123?loc=goods_rank,//image.msscdn.net/images/goods_img/20230523/3318123/3318123_16849817365219_500.jpg,루즈,"봄,가을",약간 두꺼움
290,뉴 노멀 셋업 트위드 자켓(JK-2681),아우터,기타 아우터,https://www.musinsa.com/app/goods/3126878?loc=goods_rank,//image.msscdn.net/images/goods_img/20230307/3126878/3126878_16805869046819_500.jpg,레귤러,여름,보통
291,썸머 크롭 하프자켓 라이트블루 MDJK020LBLUE,아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/3170762?loc=goods_rank,//image.msscdn.net/images/goods_img/20230322/3170762/3170762_16796388673412_500.jpg,레귤러,여름,"얇음,약간 얇음"
292,코듀로이 드리즐러 자켓 브라운,아우터,트러커 재킷,https://www.musinsa.com/app/goods/3025200?loc=goods_rank,//image.msscdn.net/images/goods_img/20230116/3025200/3025200_16768634830394_500.jpg,레귤러,"봄,가을,겨울",보통
293,라운드넥 슬림핏 니트 가디건 (스카이 블루),아우터,카디건,https://www.musinsa.com/app/goods/3038765?loc=goods_rank,//image.msscdn.net/images/goods_img/20230125/3038765/3038765_16750750367919_500.jpg,슬림,"봄,가을",약간 얇음
294,오블리크 트랙 자켓_블랙,아우터,트레이닝 재킷,https://www.musinsa.com/app/goods/3029734?loc=goods_rank,//image.msscdn.net/images/goods_img/20230117/3029734/3029734_16747848475594_500.png,오버 사이즈,"봄,가을",보통
295,나일론 후디 베스트 -챠콜그레이-,아우터,베스트,https://www.musinsa.com/app/goods/3164034?loc=goods_rank,//image.msscdn.net/images/goods_img/20230321/3164034/3164034_16793589356902_500.jpg,레귤러,"봄,여름",얇음
296,A1 Basic Track Jacket (JO5JPU202IV),아우터,트레이닝 재킷,https://www.musinsa.com/app/goods/3039664?loc=goods_rank,//image.msscdn.net/images/goods_img/20230126/3039664/3039664_16753125482801_500.jpg,레귤러,"봄,가을",보통
297,[ADIDAS REWORK SERIES] 가먼트워싱 커브드 후드 집업 블루,아우터,후드 집업,https://www.musinsa.com/app/goods/3281887?loc=goods_rank,//image.msscdn.net/images/goods_img/20230508/3281887/3281887_16837695542463_500.png,루즈,"봄,가을",보통
298,Spaceboy Bomber Jacket,아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3075517?loc=goods_rank,//image.msscdn.net/images/goods_img/20230210/3075517/3075517_16760111834345_500.jpg,오버 사이즈,"봄,가을,겨울",보통
299,햄튼 치노 블루종 자켓 베이지,아우터,블루종/MA-1,https://www.musinsa.com/app/goods/3019679?loc=goods_rank,//image.msscdn.net/images/goods_img/20230111/3019679/3019679_16741950049768_500.jpg,루즈,"봄,여름,가을",보통
300,비틀 블루종 차콜,아우터,블루종/MA-1,https://www.musinsa.com/app/goods/3026041?loc=goods_rank,//image.msscdn.net/images/goods_img/20230116/3026041/3026041_16783450780124_500.jpg,루즈,"봄,가을",보통
301,STITCHED WORK JACKET - BLACK,아우터,트러커 재킷,https://www.musinsa.com/app/goods/3047272?loc=goods_rank,//image.msscdn.net/images/goods_img/20230130/3047272/3047272_16758142692309_500.jpg,루즈,"봄,가을,겨울",보통
302,Hoodied Zip Jumper (White),아우터,기타 아우터,https://www.musinsa.com/app/goods/3307502?loc=goods_rank,//image.msscdn.net/images/goods_img/20230518/3307502/3307502_16844600313193_500.jpg,루즈,"봄,여름,가을",약간 얇음
303,Multi Button Cotton Linen Knit Vest (Beige),아우터,베스트,https://www.musinsa.com/app/goods/3186675?loc=goods_rank,//image.msscdn.net/images/goods_img/20230328/3186675/3186675_16807573079578_500.jpg,레귤러,"봄,여름,가을,겨울",보통
304,모노톤 풀 집업 니트_그레이,아우터,카디건,https://www.musinsa.com/app/goods/3039656?loc=goods_rank,//image.msscdn.net/images/goods_img/20230126/3039656/3039656_16748010344677_500.jpg,루즈,"봄,가을",약간 두꺼움
305,크로쉐 집업 가디건 (블랙),아우터,카디건,https://www.musinsa.com/app/goods/3108739?loc=goods_rank,//image.msscdn.net/images/goods_img/20230227/3108739/3108739_16774369219290_500.jpg,루즈,"봄,여름,가을",보통
306,비건 레더 엑스트라 오버사이즈 싱글 재킷 [블랙],아우터,레더/라이더스 재킷,https://www.musinsa.com/app/goods/2682044?loc=goods_rank,//image.msscdn.net/images/goods_img/20220726/2682044/2682044_16734358353339_500.jpg,오버 사이즈,"봄,가을",보통
307,소프트 부클 카라 단추 가디건_그레이,아우터,카디건,https://www.musinsa.com/app/goods/3143778?loc=goods_rank,//image.msscdn.net/images/goods_img/20230313/3143778/3143778_16787573707925_500.jpg,루즈,"봄,여름",약간 얇음
308,크로셰 칼라드 반팔 가디건 [아이보리],아우터,카디건,https://www.musinsa.com/app/goods/3171891?loc=goods_rank,//image.msscdn.net/images/goods_img/20230323/3171891/3171891_16819870272221_500.jpg,루즈,"봄,여름,가을",약간 얇음
309,스카시 카라 니트 집업 - 블루,아우터,카디건,https://www.musinsa.com/app/goods/3111094?loc=goods_rank,//image.msscdn.net/images/goods_img/20230227/3111094/3111094_16782495241827_500.jpg,레귤러,"봄,여름,가을",보통
310,[비건 레더] 디스트레스 지퍼 바이커 자켓 베이지,아우터,레더/라이더스 재킷,https://www.musinsa.com/app/goods/3065661?loc=goods_rank,//image.msscdn.net/images/goods_img/20230207/3065661/3065661_16823175238547_500.jpg,레귤러,"봄,가을",보통
311,(VLADIMIR) 워터프루프 윈드브레이커_차콜그레이,아우터,아노락 재킷,https://www.musinsa.com/app/goods/3037466?loc=goods_rank,//image.msscdn.net/images/goods_img/20230125/3037466/3037466_16766154949731_500.jpg,레귤러,"봄,가을,겨울",보통
312,트립 샴브레이 데님 셔켓 DENIM,아우터,기타 아우터,https://www.musinsa.com/app/goods/3040671?loc=goods_rank,//image.msscdn.net/images/goods_img/20230126/3040671/3040671_16747139218249_500.jpg,오버 사이즈,"봄,여름",보통
313,Protyle Regular N23 Shell Jacket Black,아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3062940?loc=goods_rank,//image.msscdn.net/images/goods_img/20230206/3062940/3062940_16771561313241_500.jpg,"레귤러,루즈","봄,가을",보통
314,유틸리티 자켓 (블랙),아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3070903?loc=goods_rank,//image.msscdn.net/images/goods_img/20230209/3070903/3070903_16824016924063_500.jpg,레귤러,"봄,가을",보통
315,코듀로이 & 레더 바시티 자켓 awa505m(BLACK),아우터,레더/라이더스 재킷,https://www.musinsa.com/app/goods/3033928?loc=goods_rank,//image.msscdn.net/images/goods_img/20230119/3033928/3033928_16741076035375_500.jpg,레귤러,"봄,가을",보통
316,트립 멀티포켓 베스트 BLACK,아우터,베스트,https://www.musinsa.com/app/goods/3050337?loc=goods_rank,//image.msscdn.net/images/goods_img/20230131/3050337/3050337_16751486080350_500.jpg,레귤러,"봄,여름",보통
317,LE COURT] 경량 쉐브론 자켓 화이트(QO223TJK53),아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3192207?loc=goods_rank,//image.msscdn.net/images/goods_img/20230330/3192207/3192207_16806639742610_500.jpg,루즈,"봄,가을",약간 얇음
318,CROPPED WINDBREAKER (WHITE),아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3202505?loc=goods_rank,//image.msscdn.net/images/goods_img/20230403/3202505/3202505_16805082970391_500.jpg,레귤러,"봄,여름",얇음
319,트립 네이쳐틴트 타이다이 자켓 BLACK,아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3213402?loc=goods_rank,//image.msscdn.net/images/goods_img/20230406/3213402/3213402_16823980977298_500.jpg,오버 사이즈,여름,얇음
320,히든 플라켓 데님 트러커 자켓 (스톤 블랙),아우터,트러커 재킷,https://www.musinsa.com/app/goods/3040502?loc=goods_rank,//image.msscdn.net/images/goods_img/20230126/3040502/3040502_16747211589381_500.jpg,레귤러,"봄,여름,가을",보통
321,PACKABLE LIGHT JACKET [TAN],아우터,나일론/코치 재킷,https://www.musinsa.com/app/goods/3157453?loc=goods_rank,//image.msscdn.net/images/goods_img/20230317/3157453/3157453_16792991167200_500.png,레귤러,"봄,여름,가을",약간 얇음
322,[여름][세트상품][1008] 워셔블 레귤러 핏 셋업 수트 (블랙),아우터,슈트/블레이저 재킷,https://www.musinsa.com/app/goods/3254297?loc=goods_rank,//image.msscdn.net/images/goods_img/20230424/3254297/3254297_16843965101444_500.jpg,레귤러,"봄,여름,가을",약간 얇음
